group_id,parent,menu_label,destination,security,description,menu_id,order_num,allowedidtypes,long_desc,target_page,menu_id2
"1","423","Current Month Detail","","admin,manger","Current Month Detail","434","20","","Current Month Detail","",""
"1","423","Transaction Report","","admin,manger","Transaction Report","435","30","","Transaction Report","",""
"1","423","GL Invoice Summary","","admin,manger","GL Invoice Summary","436","40","","GL Invoice Summary","",""
"1","423","GL History","","admin,manger","GL History","437","50","","GL History","",""
"1","423","GL Posting Register","","admin,manger","GL Posting Register","438","60","","GL Posting Register","",""
"1","423","GL Posting Check","","admin,manger","GL Posting Check","439","70","","GL Posting Check","",""
"1","423","Reference Date vs. Posting Date","","admin,manger","Reference Date vs. Posting Date","440","80","","Reference Date vs. Posting Date","",""
"1","423","Journal Entries Report","","admin,manger","Journal Entries Report","441","90","","Journal Entries Report","",""
"1","424","Company","","admin,manger","Company","442","10","","Company","",""
"1","424","GL Accounts","","admin,manger","GL Accounts","443","20","","GL Accounts","",""
"1","424","General Ledger Control","","admin,manger","General Ledger Control","444","30","","General Ledger Control","",""
"1","424","Banks","","admin,manger","Banks","445","40","","Banks","",""
"1","424","Currency Code","","admin,manger","Currency Code","446","50","","Currency Code","",""
"1","424","Import GL Account Budgets","","admin,manger","Import GL Account Budgets","447","60","","Import GL Account Budgets","",""
"1","top","Contact Marketing","","admin,external","Contact Marketing","524","150","","Contact Marketing","menuhead",""
"1","top","Quote Requests","","admin,External","Quote Requests","525","160","","Quote Requests","menuhead",""
"1","12","Item Inquiry","ItemInquiryList.aspx","admin,customer","Item Inquiry","530","510","","Item Inquiry","ItemInquiryList.aspx",""
"1","top","","","","","531","","","","",""
"1","11","Program Master","","admin,manger","Program Master","533","80","","Program Master","ProgramMaster.aspx",""
"1","525","Request For Quote","list_rfqs.aspx","Admin,External","Request For Quote","535","10","","Request For Quote","list_rfqs.aspx",""
"1","524","Prospects and Customers Names","contact_list.aspx","admin,external,ibm","Prospects and Customers Names","536","10","","Prospects and Customers Names","contact_list.aspx",""
"1","524","Competitive Suppliers","comp_suppliers_list.aspx","admin,external","Competitive Suppliers","537","20","","Competitive Suppliers","comp_suppliers_list.aspx",""
"1","524","Status","status_list.aspx","admin,external","Status","538","30","","Status","status_list.aspx",""
"1","524","Industry SIC Code","industry_sic_list.aspx","admin,external","Industry SIC Code","539","40","","Industry SIC Code","industry_sic_list.aspx",""
"1","11","Banner Maintenance","banner_list.aspx","admin, manager","Banner Maintenance","540","120","","Banner Maintenance","banner_list.aspx",""
"1","524","Contact Maintenance","","admin,external","Download","541","50","","Download","menuhead",""
"1","541","Download Customer Contact","download_customer_contact.aspx","admin,manager,external","Download Customer Contact","542","10","","Download Customer Contact","download_customer_contact.aspx",""
"1","541","Download Ship Contact","download_ship_contact.aspx","admin,manager,external","Download Ship Contacts","543","20","","Download Ship Contacts","download_ship_contact.aspx",""
"1","541","Download Customer Notes","download_customer_notes.aspx","admin,manager,external","Download Customer Notes","544","30","","Download Customer Notes","download_customer_notes.aspx",""
"1","1","Quote","BrowseQuote.aspx","Admin,External,customer","Quote Detail","546","20","","Quote Detail","BrowseQuote.aspx",""
"1","541","Purge Contacts and Notes","purge_contacts_notes.aspx","admin,manager","Purge Contacts And Notes","547","60","","Purge Contacts And Notes","purge_contacts_notes.aspx",""
"1","541","Purge Contacts","purgecontact.aspx","admin,external","Purge Contact","548","40","","","purgecontact.aspx",""
"1","541","Purge Notes","purge_notes.aspx","admin,external","Purge notes","549","50","","","purge_notes.aspx",""
"1","209","Customer Inventory","cust_inv_report.aspx","admin,External,customer","Customer Inventory","550","120","","Customer Inventory","cust_inv_report.aspx",""
"1","7","Order Entry","order_estimate.aspx","admin, External,customers","Order Entry","553","20","","Order Entry","order_estimate.aspx",""
"1","209","Value/Cost by Whs/Bin/Tag","fgvalue_cost_report.aspx","admin,external,customer","Value/Cost by Whs/Bin/Tag","554","20","","","fgvalue_cost_report.aspx",""
"1","2","Shipping/Bill of Lading","","Admin,External,customers","Shipping/Bill of Lading","556","40","","Shipping/Bill of Lading","menuhead",""
"1","556","Print Bills of Lading","bill_of_lading_report.aspx","Admin,External","Print Bills of Lading","557","10","","Print Bills of Lading","bill_of_lading_report.aspx",""
"1","11","DumpLoad","dumpload.aspx","admin, external","DumpLoad Programs","558","","","DumpLoad Programs","dumpload.aspx",""
"1","top","Warehouse Management","","admin","Warehouse Management","561","60","","","menuhead",""
"1","561","Item File Maintenance","customer_inventory.aspx","admin,external","Item File Maintenance","562","20","","Item File Maintenance","customer_inventory.aspx",""
"1","561","Item Daily Usages","list_adjustment.aspx","admin,External","Item Daily Usages","564","","","Item Daily Usages","list_adjustment.aspx",""
"1","568","Customer Inventory Report2","cust_inv_reorder_report.aspx","admin.external","Customer Inventory Report","565","20","","","cust_inv_reorder_report.aspx",""
"1","568","Customer Inventory Report","cust_inv_reord_rept1.aspx","admin,External","Customer Inventory Reorder Report","566","10","","Customer Inventory Reorder Report","cust_inv_reord_rept1.aspx",""
"1","561","Customer Plant","cust_plant_list.aspx","admin,external","","567","","","","cust_plant_list.aspx",""
"1","561","Customer / Plant Reporting","","admin,external","Customer / Plant Reporting","568","50","","Customer / Plant Reporting","menuhead",""
"1","568","Inventory Red Flag Exceptions","","admin,external","Inventory Red Flag Exceptions","569","30","","Inventory Red Flag Exceptions","",""
"1","568","Obsolete Items to be Invoiced","","admin,external","Obsolete Items to be Invoiced","570","40","","Obsolete Items to be Invoiced","",""
